"No.","Time","Source","Destination","Protocol","Length","Info"
"7356","30.269148","192.168.68.54","142.250.184.238","TCP","90","55934  >  443 [ACK] Seq=68871 Ack=3339251 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671 SLE=3347723 SRE=3353371"
"7357","30.269218","192.168.68.54","142.250.184.238","TCP","90","55934  >  443 [ACK] Seq=68871 Ack=3340663 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671 SLE=3347723 SRE=3353371"
"7358","30.269294","192.168.68.54","142.250.184.238","TCP","90","55934  >  443 [ACK] Seq=68871 Ack=3342075 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671 SLE=3347723 SRE=3353371"
"7359","30.269364","192.168.68.54","142.250.184.238","TCP","90","55934  >  443 [ACK] Seq=68871 Ack=3343487 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671 SLE=3347723 SRE=3353371"
"7360","30.269435","192.168.68.54","142.250.184.238","TCP","90","55934  >  443 [ACK] Seq=68871 Ack=3344899 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671 SLE=3347723 SRE=3353371"
"7361","30.269516","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3344899 Ack=68871 Win=125184 Len=1412"
"7362","30.269516","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3346311 Ack=68871 Win=125184 Len=1412"
"7363","30.269516","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3353371 Ack=68871 Win=125184 Len=1412"
"7364","30.269516","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3354783 Ack=68871 Win=125184 Len=1412"
"7365","30.269516","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3356195 Ack=68871 Win=125184 Len=1412"
"7366","30.269647","192.168.68.54","142.250.184.238","TCP","90","55934  >  443 [ACK] Seq=68871 Ack=3346311 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671 SLE=3347723 SRE=3353371"
"7367","30.269760","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3353371 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7368","30.269833","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3354783 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7369","30.269904","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3356195 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7370","30.269973","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3357607 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7371","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3357607 Ack=68871 Win=125184 Len=1412"
"7372","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3359019 Ack=68871 Win=125184 Len=1412"
"7373","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3360431 Ack=68871 Win=125184 Len=1412"
"7374","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3361843 Ack=68871 Win=125184 Len=1412"
"7375","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3363255 Ack=68871 Win=125184 Len=1412"
"7376","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3364667 Ack=68871 Win=125184 Len=1412"
"7377","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3366079 Ack=68871 Win=125184 Len=1412"
"7378","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3367491 Ack=68871 Win=125184 Len=1412"
"7379","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3368903 Ack=68871 Win=125184 Len=1412"
"7380","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3370315 Ack=68871 Win=125184 Len=1412"
"7381","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3371727 Ack=68871 Win=125184 Len=1412"
"7382","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3373139 Ack=68871 Win=125184 Len=1412"
"7383","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3374551 Ack=68871 Win=125184 Len=1412"
"7384","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3375963 Ack=68871 Win=125184 Len=1412"
"7385","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3377375 Ack=68871 Win=125184 Len=1412"
"7386","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3378787 Ack=68871 Win=125184 Len=1412"
"7387","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3380199 Ack=68871 Win=125184 Len=1412"
"7388","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3388671 Ack=68871 Win=125184 Len=1412"
"7389","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3390083 Ack=68871 Win=125184 Len=1412"
"7390","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3391495 Ack=68871 Win=125184 Len=1412"
"7391","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3392907 Ack=68871 Win=125184 Len=1412"
"7392","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3394319 Ack=68871 Win=125184 Len=1412"
"7393","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3395731 Ack=68871 Win=125184 Len=1412"
"7394","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3397143 Ack=68871 Win=125184 Len=1412"
"7395","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3398555 Ack=68871 Win=125184 Len=1412"
"7396","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3399967 Ack=68871 Win=125184 Len=1412"
"7397","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3401379 Ack=68871 Win=125184 Len=1412"
"7398","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3402791 Ack=68871 Win=125184 Len=1412"
"7399","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3404203 Ack=68871 Win=125184 Len=1412"
"7400","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3405615 Ack=68871 Win=125184 Len=1412"
"7401","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3407027 Ack=68871 Win=125184 Len=1412"
"7402","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3408439 Ack=68871 Win=125184 Len=1412"
"7403","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3409851 Ack=68871 Win=125184 Len=1412"
"7404","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3411263 Ack=68871 Win=125184 Len=1412"
"7405","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3419735 Ack=68871 Win=125184 Len=1412"
"7406","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3421147 Ack=68871 Win=125184 Len=1412"
"7407","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3422559 Ack=68871 Win=125184 Len=1412"
"7408","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3423971 Ack=68871 Win=125184 Len=1412"
"7409","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3425383 Ack=68871 Win=125184 Len=1412"
"7410","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3426795 Ack=68871 Win=125184 Len=1412"
"7411","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3428207 Ack=68871 Win=125184 Len=1412"
"7412","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3429619 Ack=68871 Win=125184 Len=1412"
"7413","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3431031 Ack=68871 Win=125184 Len=1412"
"7414","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3432443 Ack=68871 Win=125184 Len=1412"
"7415","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3433855 Ack=68871 Win=125184 Len=1412"
"7416","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3435267 Ack=68871 Win=125184 Len=1412"
"7417","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3436679 Ack=68871 Win=125184 Len=1412"
"7418","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3438091 Ack=68871 Win=125184 Len=1412"
"7419","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3439503 Ack=68871 Win=125184 Len=1412"
"7420","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3440915 Ack=68871 Win=125184 Len=1412"
"7421","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3442327 Ack=68871 Win=125184 Len=1412"
"7422","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [PSH, ACK] Seq=3443739 Ack=68871 Win=125184 Len=1412"
"7423","30.274144","142.250.184.238","192.168.68.54","TCP","1466","[TCP Retransmission] 443  >  55934 [ACK] Seq=3445151 Ack=68871 Win=125184 Len=1412"
"7424","30.274144","216.58.206.46","192.168.68.54","TCP","54","443  >  55958 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"7425","30.275151","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3359019 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7426","30.275237","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3360431 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7427","30.275297","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3361843 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7428","30.275347","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3363255 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7429","30.275395","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3364667 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7430","30.275442","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3366079 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7431","30.275489","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3367491 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7432","30.275542","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3368903 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7433","30.275603","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3370315 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7434","30.275652","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3371727 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7435","30.275709","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3373139 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7436","30.275763","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3374551 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7437","30.275812","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3375963 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7438","30.275860","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3377375 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7439","30.275907","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3378787 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7440","30.275960","192.168.68.54","142.250.184.238","TCP","82","55934  >  443 [ACK] Seq=68871 Ack=3380199 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735 SLE=3381611 SRE=3388671"
"7441","30.276038","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3388671 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7442","30.276085","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3390083 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7443","30.276136","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3391495 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7444","30.276196","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3392907 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7445","30.276245","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3394319 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7446","30.276299","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3395731 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7447","30.276362","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3397143 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7448","30.276414","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3398555 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7449","30.276470","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3399967 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7450","30.276518","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3401379 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7451","30.276568","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3402791 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7452","30.276647","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3404203 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7453","30.276697","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3405615 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7454","30.276745","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3407027 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7455","30.276815","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3408439 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7456","30.276890","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3409851 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7457","30.277086","192.168.68.54","142.250.184.238","TCP","74","55934  >  443 [ACK] Seq=68871 Ack=3411263 Win=1050368 Len=0 SLE=3446563 SRE=3546842 SLE=3412675 SRE=3419735"
"7458","30.277177","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3419735 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7459","30.277225","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3421147 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7460","30.277271","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3422559 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7461","30.277348","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3423971 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7462","30.277423","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3425383 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7463","30.277491","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3426795 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7464","30.277568","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3428207 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7465","30.277640","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3429619 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7466","30.277700","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3431031 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7467","30.277759","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3432443 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7468","30.277815","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3433855 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7469","30.277870","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3435267 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7470","30.277918","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3436679 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7471","30.277964","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3438091 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7472","30.278010","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3439503 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7473","30.278059","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3440915 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7474","30.278107","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3442327 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7475","30.278159","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3443739 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7476","30.278208","192.168.68.54","142.250.184.238","TCP","66","55934  >  443 [ACK] Seq=68871 Ack=3445151 Win=1050368 Len=0 SLE=3446563 SRE=3546842"
"7477","30.278586","192.168.68.54","142.250.184.238","TCP","54","55934  >  443 [ACK] Seq=68871 Ack=3546842 Win=1050368 Len=0"
"7478","30.278789","216.58.206.46","192.168.68.54","TCP","54","443  >  55958 [ACK] Seq=1 Ack=1822 Win=71424 Len=0"
"7479","30.279180","192.168.68.54","142.250.184.238","TLSv1.3","93","Application Data"
"7480","30.282201","216.58.206.46","192.168.68.54","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"7481","30.282201","216.58.206.46","192.168.68.54","TCP","1466","443  >  55958 [PSH, ACK] Seq=1413 Ack=1822 Win=71424 Len=1412 [TCP segment of a reassembled PDU]"
"7482","30.282201","216.58.206.46","192.168.68.54","TCP","1466","443  >  55958 [ACK] Seq=2825 Ack=1822 Win=71424 Len=1412 [TCP segment of a reassembled PDU]"
"7483","30.282201","216.58.206.46","192.168.68.54","TCP","1466","443  >  55958 [PSH, ACK] Seq=4237 Ack=1822 Win=71424 Len=1412 [TCP segment of a reassembled PDU]"
"7484","30.282201","216.58.206.46","192.168.68.54","TCP","1466","443  >  55958 [ACK] Seq=5649 Ack=1822 Win=71424 Len=1412 [TCP segment of a reassembled PDU]"
"7485","30.282201","216.58.206.46","192.168.68.54","TLSv1.3","626","Application Data"
"7486","30.282863","192.168.68.54","216.58.206.46","TCP","54","55958  >  443 [ACK] Seq=1822 Ack=7633 Win=262400 Len=0"
"7487","30.283549","192.168.68.54","216.58.206.46","TLSv1.3","118","Change Cipher Spec, Application Data"
"7488","30.283894","192.168.68.54","216.58.206.46","TLSv1.3","146","Application Data"
"7489","30.284142","192.168.68.54","216.58.206.46","TLSv1.3","470","Application Data"
"7490","30.313618","142.250.184.238","192.168.68.54","TCP","54","443  >  55934 [ACK] Seq=3546842 Ack=68910 Win=125184 Len=0"
"7491","30.317841","216.58.206.46","192.168.68.54","TLSv1.3","670","Application Data, Application Data"
"7492","30.317841","216.58.206.46","192.168.68.54","TLSv1.3","85","Application Data"
"7493","30.317986","192.168.68.54","216.58.206.46","TCP","54","55958  >  443 [ACK] Seq=2394 Ack=8280 Win=261888 Len=0"
"7494","30.318236","192.168.68.54","216.58.206.46","TLSv1.3","85","Application Data"
"7495","30.324292","216.58.206.46","192.168.68.54","TLSv1.3","407","Application Data"
"7496","30.324292","216.58.206.46","192.168.68.54","TLSv1.3","85","Application Data"
"7497","30.324292","216.58.206.46","192.168.68.54","TLSv1.3","93","Application Data"
"7498","30.324536","192.168.68.54","216.58.206.46","TCP","54","55958  >  443 [ACK] Seq=2425 Ack=8703 Win=261376 Len=0"
"7499","30.326265","192.168.68.54","216.58.206.46","TCP","66","55959  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"7500","30.326564","192.168.68.54","216.58.206.46","TLSv1.3","93","Application Data"
"7501","30.340116","173.194.191.198","192.168.68.54","TCP","54","443  >  55956 [ACK] Seq=5434 Ack=3868 Win=76800 Len=0"
"7502","30.347040","173.194.191.198","192.168.68.54","TCP","54","443  >  55956 [FIN, ACK] Seq=5434 Ack=3868 Win=76800 Len=0"
"7503","30.347167","192.168.68.54","173.194.191.198","TCP","54","55956  >  443 [ACK] Seq=3868 Ack=5435 Win=262400 Len=0"
"7504","30.354588","173.194.191.198","192.168.68.54","TCP","54","443  >  55955 [ACK] Seq=5434 Ack=3812 Win=76800 Len=0"
"7505","30.355109","192.168.68.54","142.250.184.238","TLSv1.3","3207","Application Data"
"7506","30.358296","216.58.206.46","192.168.68.54","TCP","54","443  >  55958 [ACK] Seq=8703 Ack=2425 Win=74240 Len=0"
"7507","30.359303","192.168.68.54","80.69.96.12","DNS","75","Standard query 0xeab6 A www.gstatic.com"
"7508","30.359697","216.58.206.46","192.168.68.54","TCP","66","443  >  55959 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"7509","30.359697","173.194.191.198","192.168.68.54","TCP","54","443  >  55955 [FIN, ACK] Seq=5434 Ack=3812 Win=76800 Len=0"
"7510","30.359965","192.168.68.54","173.194.191.198","TCP","54","55955  >  443 [ACK] Seq=3812 Ack=5435 Win=262400 Len=0"
"7511","30.360033","192.168.68.54","216.58.206.46","TCP","54","55959  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"7512","30.360064","192.168.68.54","80.69.96.12","DNS","75","Standard query 0xbe95 HTTPS www.gstatic.com"
"7513","30.360972","192.168.68.54","216.58.206.46","TLSv1.3","1811","Client Hello (SNI=play.google.com)"
"7514","30.363519","192.168.68.54","172.217.18.99","TLSv1.3","173","Application Data"
"7515","30.364577","192.168.68.54","172.217.18.99","TLSv1.3","146","Application Data"
